test_ndcg,test_precision,epoch,step,train_loss,validation_ndcg,validation_precision
0.67900550365448,0.45398229360580444,0,0,,,
,,0,1128,0.6734641790390015,,
,,1,2257,0.6731967926025391,,
,,2,3386,0.6724220514297485,,
,,3,4515,0.6722513437271118,,
,,4,5644,0.6727064251899719,,
,,5,6773,0.6721482872962952,,
,,6,7902,0.6715905666351318,,
,,7,9031,0.6724727749824524,,
,,8,10160,0.6716250777244568,,
,,9,11289,0.6726633906364441,,
,,10,12418,0.6722483038902283,,
,,11,13547,0.6714672446250916,,
,,12,14676,0.6721414923667908,,
,,13,15805,0.6716187000274658,,
,,14,16934,0.671578049659729,,
,,15,18063,0.6719527244567871,,
,,16,19192,0.6711359620094299,,
,,17,20321,0.6714523434638977,,
,,18,21450,0.6711334586143494,,
,,19,22579,0.6722157597541809,,
,,20,23708,0.6715501546859741,,
,,21,24837,0.6728293299674988,,
,,22,25966,0.6722084283828735,,
,,23,27095,0.6717715859413147,,
,,24,28224,0.6717768907546997,,
,,25,29353,0.6718105673789978,,
,,26,30482,0.6724209785461426,,
,,27,31611,0.671629786491394,,
,,28,32740,0.6715038418769836,,
,,29,33869,0.6714768409729004,,
,,30,34998,0.6711747646331787,,
,,31,36127,0.672559380531311,,
,,32,37256,0.6726657748222351,,
,,33,38385,0.6722449660301208,,
,,34,39514,0.6725866794586182,,
,,35,40643,0.671259880065918,,
,,36,41772,0.6711568832397461,,
,,37,42901,0.671248733997345,,
,,38,44030,0.671058177947998,,
,,39,45159,0.6715383529663086,,
,,40,46288,0.6717735528945923,,
,,41,47417,0.671958327293396,,
,,42,48546,0.6708898544311523,,
,,43,49675,0.6730970144271851,,
,,44,50804,0.6711893081665039,,
,,45,51933,0.672087550163269,,
,,46,53062,0.6713413596153259,,
,,47,54191,0.6715108156204224,,
,,48,55320,0.6716251373291016,,
,,49,56449,,0.889101505279541,0.8356953263282776
,,49,56449,0.6717183589935303,,
,,50,57578,0.6712695956230164,,
,,51,58707,0.672457218170166,,
,,52,59836,0.6732300519943237,,
,,53,60965,0.6727425456047058,,
,,54,62094,0.6720438003540039,,
,,55,63223,0.6712656617164612,,
,,56,64352,0.6709914803504944,,
,,57,65481,0.6711514592170715,,
,,58,66610,0.6715049147605896,,
,,59,67739,0.6735847592353821,,
,,60,68868,0.6735041737556458,,
,,61,69997,0.6725335717201233,,
,,62,71126,0.6721439361572266,,
,,63,72255,0.6715573072433472,,
,,64,73384,0.6711621284484863,,
,,65,74513,0.6709754467010498,,
,,66,75642,0.6712667942047119,,
,,67,76771,0.6717532277107239,,
,,68,77900,0.6714438199996948,,
,,69,79029,0.6712630391120911,,
,,70,80158,0.6709773540496826,,
,,71,81287,0.6727390885353088,,
,,72,82416,0.6716898679733276,,
,,73,83545,0.6721530556678772,,
,,74,84674,0.6718108654022217,,
,,75,85803,0.6743912696838379,,
,,76,86932,0.6737244725227356,,
,,77,88061,0.6711794137954712,,
,,78,89190,0.6713443398475647,,
,,79,90319,0.67085862159729,,
,,80,91448,0.6710037589073181,,
,,81,92577,0.6709446907043457,,
,,82,93706,0.6730901002883911,,
,,83,94835,0.6712335348129272,,
,,84,95964,0.6711130142211914,,
,,85,97093,0.6712530851364136,,
,,86,98222,0.6715519428253174,,
,,87,99351,0.6710675358772278,,
,,88,100480,0.671112060546875,,
,,89,101609,0.6712192893028259,,
,,90,102738,0.6708702445030212,,
,,91,103867,0.6717987060546875,,
,,92,104996,0.6736680269241333,,
,,93,106125,0.6712819933891296,,
,,94,107254,0.6711088418960571,,
,,95,108383,0.6710426807403564,,
,,96,109512,0.6714433431625366,,
,,97,110641,0.6718286871910095,,
,,98,111770,0.6718829870223999,,
,,99,112899,,0.8887377381324768,0.8343666791915894
,,99,112899,0.6716845035552979,,
,,100,114028,0.6713035106658936,,
,,101,115157,0.6736084818840027,,
,,102,116286,0.6710466742515564,,
,,103,117415,0.6711989641189575,,
,,104,118544,0.6710936427116394,,
,,105,119673,0.6713520884513855,,
,,106,120802,0.672876238822937,,
,,107,121931,0.6727539896965027,,
,,108,123060,0.6709360480308533,,
,,109,124189,0.6706011295318604,,
,,110,125318,0.6709312796592712,,
,,111,126447,0.6706268787384033,,
,,112,127576,0.6705088019371033,,
,,113,128705,0.670580267906189,,
,,114,129834,0.6707483530044556,,
,,115,130963,0.6715693473815918,,
,,116,132092,0.6709237098693848,,
,,117,133221,0.6709142327308655,,
,,118,134350,0.6706488132476807,,
,,119,135479,0.6711344718933105,,
,,120,136608,0.6708231568336487,,
,,121,137737,0.6710360050201416,,
,,122,138866,0.6706332564353943,,
,,123,139995,0.671096682548523,,
,,124,141124,0.6716076731681824,,
,,125,142253,0.6708536744117737,,
,,126,143382,0.6708022356033325,,
,,127,144511,0.6711421012878418,,
,,128,145640,0.6709285378456116,,
,,129,146769,0.6708706021308899,,
,,130,147898,0.6707159280776978,,
,,131,149027,0.6714363694190979,,
,,132,150156,0.6712801456451416,,
